reading_id,meter_id,user_id,timestamp,cumulative_reading,hourly_consumption_liters,daily_consumption_liters,monthly_consumption_liters,temperature_celsius,quality_score,data_source,is_validated,created_at,anomaly_ground_truth,anomaly_type
30,1,1,2026-06-02T05:00:00,12764.177,3.104,330.149,11016.184,20.27,98,estimated,True,2026-06-02T05:02:00,False,none
31,1,1,2026-06-02T06:00:00,12776.619,12.442,330.149,11016.184,20.71,98,estimated,True,2026-06-02T06:02:00,False,none
32,1,1,2026-06-02T07:00:00,12798.971,22.352,330.149,11016.184,21.92,98,estimated,True,2026-06-02T07:02:00,False,none
33,1,1,2026-06-02T08:00:00,12833.649,34.678,330.149,11016.184,23.13,98,estimated,True,2026-06-02T08:02:00,False,none
34,1,1,2026-06-02T09:00:00,12855.231,21.582,330.149,11016.184,24.26,98,estimated,True,2026-06-02T09:02:00,False,none
35,1,1,2026-06-02T10:00:00,12868.54,13.309,330.149,11016.184,24.53,98,estimated,True,2026-06-02T10:02:00,False,none
36,1,1,2026-06-02T11:00:00,12882.386,13.846,330.149,11016.184,26.81,98,estimated,True,2026-06-02T11:02:00,False,none
37,1,1,2026-06-02T12:00:00,12895.141,12.755,330.149,11016.184,27.85,98,estimated,True,2026-06-02T12:02:00,False,none
38,1,1,2026-06-02T13:00:00,12909.516,14.375,330.149,11016.184,28.52,98,estimated,True,2026-06-02T13:02:00,False,none
39,1,1,2026-06-02T14:00:00,12919.684,10.168,330.149,11016.184,29.7,98,estimated,True,2026-06-02T14:02:00,False,none
40,1,1,2026-06-02T15:00:00,12930.738,11.054,330.149,11016.184,28.96,98,estimated,True,2026-06-02T15:02:00,False,none
41,1,1,2026-06-02T16:00:00,12947.57,16.832,330.149,11016.184,29.47,98,estimated,True,2026-06-02T16:02:00,False,none
42,1,1,2026-06-02T17:00:00,12972.278,24.708,330.149,11016.184,28.4,98,estimated,True,2026-06-02T17:02:00,False,none
43,1,1,2026-06-02T18:00:00,13008.502,36.224,330.149,11016.184,27.85,98,estimated,True,2026-06-02T18:02:00,False,none
44,1,1,2026-06-02T19:00:00,13039.846,31.344,330.149,11016.184,26.5,98,estimated,True,2026-06-02T19:02:00,False,none
45,1,1,2026-06-02T20:00:00,13061.483,21.637,330.149,11016.184,25.42,98,estimated,True,2026-06-02T20:02:00,False,none
46,1,1,2026-06-02T21:00:00,13079.182,17.699,330.149,11016.184,24.4,98,estimated,True,2026-06-02T21:02:00,False,none
47,1,1,2026-06-02T22:00:00,13087.031,7.849,330.149,11016.184,22.99,98,estimated,True,2026-06-02T22:02:00,False,none
48,1,1,2026-06-02T23:00:00,13089.723,2.692,330.149,11016.184,21.21,98,estimated,True,2026-06-02T23:02:00,False,none
49,1,1,2026-06-03T00:00:00,13090.091,0.368,324.906,11016.184,20.88,98,estimated,True,2026-06-03T00:02:00,False,none
50,1,1,2026-06-03T01:00:00,13090.091,0.0,324.906,11016.184,20.16,98,estimated,True,2026-06-03T01:02:00,False,none
51,1,1,2026-06-03T02:00:00,13090.091,0.0,324.906,11016.184,19.35,98,estimated,True,2026-06-03T02:02:00,False,none
52,1,1,2026-06-03T03:00:00,13090.091,0.0,324.906,11016.184,18.79,98,estimated,True,2026-06-03T03:02:00,False,none
53,1,1,2026-06-03T04:00:00,13090.091,0.0,324.906,11016.184,19.77,98,estimated,True,2026-06-03T04:02:00,False,none
54,1,1,2026-06-03T05:00:00,13092.351,2.26,324.906,11016.184,20.15,98,estimated,True,2026-06-03T05:02:00,False,none
55,1,1,2026-06-03T06:00:00,13101.898,9.547,324.906,11016.184,21.01,98,estimated,True,2026-06-03T06:02:00,False,none
56,1,1,2026-06-03T07:00:00,13128.312,26.414,324.906,11016.184,22.51,98,estimated,True,2026-06-03T07:02:00,False,none
57,1,1,2026-06-03T08:00:00,13154.392,26.08,324.906,11016.184,23.58,98,estimated,True,2026-06-03T08:02:00,False,none
58,1,1,2026-06-03T09:00:00,13169.506,15.114,324.906,11016.184,25.12,98,estimated,True,2026-06-03T09:02:00,False,none
59,1,1,2026-06-03T10:00:00,13184.832,15.326,324.906,11016.184,26.09,98,estimated,True,2026-06-03T10:02:00,False,none
60,1,1,2026-06-03T11:00:00,13198.178,13.346,324.906,11016.184,26.66,98,estimated,True,2026-06-03T11:02:00,False,none
61,1,1,2026-06-03T12:00:00,13214.0,15.822,324.906,11016.184,28.13,98,estimated,True,2026-06-03T12:02:00,False,none
62,1,1,2026-06-03T13:00:00,13227.832,13.832,324.906,11016.184,28.27,98,estimated,True,2026-06-03T13:02:00,False,none
63,1,1,2026-06-03T14:00:00,13239.132,11.3,324.906,11016.184,28.96,98,estimated,True,2026-06-03T14:02:00,False,none
64,1,1,2026-06-03T15:00:00,13253.142,14.01,324.906,11016.184,29.19,98,estimated,True,2026-06-03T15:02:00,False,none
65,1,1,2026-06-03T16:00:00,13268.593,15.451,324.906,11016.184,29.07,98,estimated,True,2026-06-03T16:02:00,False,none
66,1,1,2026-06-03T17:00:00,13288.737,20.144,324.906,11016.184,29.21,98,estimated,True,2026-06-03T17:02:00,False,none
67,1,1,2026-06-03T18:00:00,13326.518,37.781,324.906,11016.184,28.18,98,estimated,True,2026-06-03T18:02:00,False,none
68,1,1,2026-06-03T19:00:00,13359.808,33.29,324.906,11016.184,26.41,98,estimated,True,2026-06-03T19:02:00,False,none
69,1,1,2026-06-03T20:00:00,13388.517,28.709,324.906,11016.184,25.95,98,estimated,True,2026-06-03T20:02:00,False,none
70,1,1,2026-06-03T21:00:00,13402.959,14.442,324.906,11016.184,24.06,98,estimated,True,2026-06-03T21:02:00,False,none
71,1,1,2026-06-03T22:00:00,13411.323,8.364,324.906,11016.184,23.47,98,estimated,True,2026-06-03T22:02:00,False,none
72,1,1,2026-06-03T23:00:00,13414.629,3.306,324.906,11016.184,22.16,98,estimated,True,2026-06-03T23:02:00,False,none
73,1,1,2026-06-04T00:00:00,13415.824,1.195,329.386,11016.184,21.02,98,estimated,True,2026-06-04T00:02:00,False,none
74,1,1,2026-06-04T01:00:00,13415.824,0.0,329.386,11016.184,20.62,98,estimated,True,2026-06-04T01:02:00,False,none
75,1,1,2026-06-04T02:00:00,13415.824,0.0,329.386,11016.184,20.07,98,estimated,True,2026-06-04T02:02:00,False,none
76,1,1,2026-06-04T03:00:00,13415.824,0.0,329.386,11016.184,19.36,98,estimated,True,2026-06-04T03:02:00,False,none
77,1,1,2026-06-04T04:00:00,13415.824,0.0,329.386,11016.184,19.7,98,estimated,True,2026-06-04T04:02:00,False,none
78,1,1,2026-06-04T05:00:00,13418.173,2.349,329.386,11016.184,20.89,98,estimated,True,2026-06-04T05:02:00,False,none
79,1,1,2026-06-04T06:00:00,13431.805,13.632,329.386,11016.184,21.62,98,estimated,True,2026-06-04T06:02:00,False,none
80,1,1,2026-06-04T07:00:00,13453.841,22.036,329.386,11016.184,22.23,98,estimated,True,2026-06-04T07:02:00,False,none
81,1,1,2026-06-04T08:00:00,13480.25,26.409,329.386,11016.184,23.18,98,estimated,True,2026-06-04T08:02:00,False,none
82,1,1,2026-06-04T09:00:00,13499.165,18.915,329.386,11016.184,24.8,98,estimated,True,2026-06-04T09:02:00,False,none
83,1,1,2026-06-04T10:00:00,13512.545,13.38,329.386,11016.184,26.24,98,estimated,True,2026-06-04T10:02:00,False,none
84,1,1,2026-06-04T11:00:00,13529.588,17.043,329.386,11016.184,27.34,98,estimated,True,2026-06-04T11:02:00,False,none
85,1,1,2026-06-04T12:00:00,13551.98,22.392,329.386,11016.184,28.26,98,estimated,True,2026-06-04T12:02:00,False,none
86,1,1,2026-06-04T13:00:00,13564.556,12.576,329.386,11016.184,29.41,98,estimated,True,2026-06-04T13:02:00,False,none
87,1,1,2026-06-04T14:00:00,13575.925,11.369,329.386,11016.184,29.23,98,estimated,True,2026-06-04T14:02:00,False,none
88,1,1,2026-06-04T15:00:00,13588.883,12.958,329.386,11016.184,29.74,98,estimated,True,2026-06-04T15:02:00,False,none
89,1,1,2026-06-04T16:00:00,13605.049,16.166,329.386,11016.184,29.85,98,estimated,True,2026-06-04T16:02:00,False,none
90,1,1,2026-06-04T17:00:00,13624.245,19.196,329.386,11016.184,28.82,98,estimated,True,2026-06-04T17:02:00,False,none
91,1,1,2026-06-04T18:00:00,13660.267,36.022,329.386,11016.184,28.19,98,estimated,True,2026-06-04T18:02:00,False,none
92,1,1,2026-06-04T19:00:00,13688.522,28.255,329.386,11016.184,27.42,98,estimated,True,2026-06-04T19:02:00,False,none
93,1,1,2026-06-04T20:00:00,13716.092,27.57,329.386,11016.184,26.2,98,estimated,True,2026-06-04T20:02:00,False,none
94,1,1,2026-06-04T21:00:00,13733.57,17.478,329.386,11016.184,24.48,98,estimated,True,2026-06-04T21:02:00,False,none
95,1,1,2026-06-04T22:00:00,13740.538,6.968,329.386,11016.184,23.56,98,estimated,True,2026-06-04T22:02:00,False,none
96,1,1,2026-06-04T23:00:00,13744.015,3.477,329.386,11016.184,22.47,98,estimated,True,2026-06-04T23:02:00,False,none
97,1,1,2026-06-05T00:00:00,13745.868,1.853,324.296,11016.184,22.0,98,estimated,True,2026-06-05T00:02:00,False,none
98,1,1,2026-06-05T01:00:00,13745.868,0.0,324.296,11016.184,20.22,98,estimated,True,2026-06-05T01:02:00,False,none
99,1,1,2026-06-05T02:00:00,13745.868,0.0,324.296,11016.184,20.39,98,estimated,True,2026-06-05T02:02:00,False,none
100,1,1,2026-06-05T03:00:00,13745.868,0.0,324.296,11016.184,20.31,98,estimated,True,2026-06-05T03:02:00,False,none
101,1,1,2026-06-05T04:00:00,13745.868,0.0,324.296,11016.184,20.81,98,estimated,True,2026-06-05T04:02:00,False,none
102,1,1,2026-06-05T05:00:00,13748.494,2.626,324.296,11016.184,20.65,98,estimated,True,2026-06-05T05:02:00,False,none
103,1,1,2026-06-05T06:00:00,13759.283,10.789,324.296,11016.184,21.26,98,estimated,True,2026-06-05T06:02:00,False,none
104,1,1,2026-06-05T07:00:00,13783.749,24.466,324.296,11016.184,22.41,98,estimated,True,2026-06-05T07:02:00,False,none
105,1,1,2026-06-05T08:00:00,13806.464,22.715,324.296,11016.184,24.73,98,estimated,True,2026-06-05T08:02:00,False,none
106,1,1,2026-06-05T09:00:00,13821.118,14.654,324.296,11016.184,25.38,98,estimated,True,2026-06-05T09:02:00,False,none
107,1,1,2026-06-05T10:00:00,13834.872,13.754,324.296,11016.184,26.21,98,estimated,True,2026-06-05T10:02:00,False,none
108,1,1,2026-06-05T11:00:00,13847.578,12.706,324.296,11016.184,27.63,98,estimated,True,2026-06-05T11:02:00,False,none
109,1,1,2026-06-05T12:00:00,13865.868,18.29,324.296,11016.184,28.35,98,estimated,True,2026-06-05T12:02:00,False,none
110,1,1,2026-06-05T13:00:00,13880.178,14.31,324.296,11016.184,29.14,98,estimated,True,2026-06-05T13:02:00,False,none
111,1,1,2026-06-05T14:00:00,13890.219,10.041,324.296,11016.184,29.95,98,estimated,True,2026-06-05T14:02:00,False,none
112,1,1,2026-06-05T15:00:00,13903.353,13.134,324.296,11016.184,30.96,98,estimated,True,2026-06-05T15:02:00,False,none
113,1,1,2026-06-05T16:00:00,13919.8,16.447,324.296,11016.184,29.12,98,estimated,True,2026-06-05T16:02:00,False,none
114,1,1,2026-06-05T17:00:00,13945.833,26.033,324.296,11016.184,29.17,98,estimated,True,2026-06-05T17:02:00,False,none
115,1,1,2026-06-05T18:00:00,13978.128,32.295,324.296,11016.184,28.32,98,estimated,True,2026-06-05T18:02:00,False,none
116,1,1,2026-06-05T19:00:00,14015.071,36.943,324.296,11016.184,27.8,98,estimated,True,2026-06-05T19:02:00,False,none
117,1,1,2026-06-05T20:00:00,14040.264,25.193,324.296,11016.184,25.92,98,estimated,True,2026-06-05T20:02:00,False,none
118,1,1,2026-06-05T21:00:00,14056.08,15.816,324.296,11016.184,24.91,98,estimated,True,2026-06-05T21:02:00,False,none
119,1,1,2026-06-05T22:00:00,14064.548,8.468,324.296,11016.184,24.51,98,estimated,True,2026-06-05T22:02:00,False,none
120,1,1,2026-06-05T23:00:00,14068.311,3.763,324.296,11016.184,22.1,98,estimated,True,2026-06-05T23:02:00,False,none
121,1,1,2026-06-06T00:00:00,14070.465,2.154,428.952,11016.184,22.68,98,estimated,True,2026-06-06T00:02:00,False,none
122,1,1,2026-06-06T01:00:00,14070.465,0.0,428.952,11016.184,20.43,98,estimated,True,2026-06-06T01:02:00,False,none
123,1,1,2026-06-06T02:00:00,14072.228,1.763,428.952,11016.184,20.44,98,estimated,True,2026-06-06T02:02:00,False,none
124,1,1,2026-06-06T03:00:00,14072.228,0.0,428.952,11016.184,19.07,98,estimated,True,2026-06-06T03:02:00,False,none
125,1,1,2026-06-06T04:00:00,14072.228,0.0,428.952,11016.184,19.74,98,estimated,True,2026-06-06T04:02:00,False,none
126,1,1,2026-06-06T05:00:00,14074.989,2.761,428.952,11016.184,20.86,98,estimated,True,2026-06-06T05:02:00,False,none
127,1,1,2026-06-06T06:00:00,14087.082,12.093,428.952,11016.184,22.41,98,estimated,True,2026-06-06T06:02:00,False,none
128,1,1,2026-06-06T07:00:00,14119.0,31.918,428.952,11016.184,23.33,98,estimated,True,2026-06-06T07:02:00,False,none
129,1,1,2026-06-06T08:00:00,14159.656,40.656,428.952,11016.184,23.68,98,estimated,True,2026-06-06T08:02:00,False,none
130,1,1,2026-06-06T09:00:00,14181.843,22.187,428.952,11016.184,25.45,98,estimated,True,2026-06-06T09:02:00,False,none
131,1,1,2026-06-06T10:00:00,14197.255,15.412,428.952,11016.184,26.69,98,estimated,True,2026-06-06T10:02:00,False,none
132,1,1,2026-06-06T11:00:00,14218.095,20.84,428.952,11016.184,27.91,98,estimated,True,2026-06-06T11:02:00,False,none
133,1,1,2026-06-06T12:00:00,14237.472,19.377,428.952,11016.184,29.54,98,estimated,True,2026-06-06T12:02:00,False,none
134,1,1,2026-06-06T13:00:00,14251.898,14.426,428.952,11016.184,30.55,98,estimated,True,2026-06-06T13:02:00,False,none
135,1,1,2026-06-06T14:00:00,14267.296,15.398,428.952,11016.184,30.14,98,estimated,True,2026-06-06T14:02:00,False,none
136,1,1,2026-06-06T15:00:00,14282.027,14.731,428.952,11016.184,30.48,98,estimated,True,2026-06-06T15:02:00,False,none
137,1,1,2026-06-06T16:00:00,14302.313,20.286,428.952,11016.184,30.11,98,estimated,True,2026-06-06T16:02:00,False,none
138,1,1,2026-06-06T17:00:00,14336.743,34.43,428.952,11016.184,29.46,98,estimated,True,2026-06-06T17:02:00,False,none
139,1,1,2026-06-06T18:00:00,14376.799,40.056,428.952,11016.184,29.05,98,estimated,True,2026-06-06T18:02:00,False,none
140,1,1,2026-06-06T19:00:00,14422.837,46.038,428.952,11016.184,28.23,98,estimated,True,2026-06-06T19:02:00,False,none
141,1,1,2026-06-06T20:00:00,14460.717,37.88,428.952,11016.184,26.99,98,estimated,True,2026-06-06T20:02:00,False,none
142,1,1,2026-06-06T21:00:00,14481.78,21.063,428.952,11016.184,25.04,98,estimated,True,2026-06-06T21:02:00,False,none
143,1,1,2026-06-06T22:00:00,14493.184,11.404,428.952,11016.184,24.37,98,estimated,True,2026-06-06T22:02:00,False,none
144,1,1,2026-06-06T23:00:00,14497.263,4.079,428.952,11016.184,22.86,98,estimated,True,2026-06-06T23:02:00,False,none
145,1,1,2026-06-07T00:00:00,14498.118,0.855,429.485,11016.184,22.6,98,estimated,True,2026-06-07T00:02:00,False,none
146,1,1,2026-06-07T01:00:00,14498.118,0.0,429.485,11016.184,21.52,98,estimated,True,2026-06-07T01:02:00,False,none
147,1,1,2026-06-07T02:00:00,14498.118,0.0,429.485,11016.184,21.42,98,estimated,True,2026-06-07T02:02:00,False,none
148,1,1,2026-06-07T03:00:00,14498.118,0.0,429.485,11016.184,21.15,98,estimated,True,2026-06-07T03:02:00,False,none
149,1,1,2026-06-07T04:00:00,14499.332,1.214,429.485,11016.184,20.7,98,estimated,True,2026-06-07T04:02:00,False,none
150,1,1,2026-06-07T05:00:00,14501.884,2.552,429.485,11016.184,21.43,98,estimated,True,2026-06-07T05:02:00,False,none
151,1,1,2026-06-07T06:00:00,14517.539,15.655,429.485,11016.184,22.13,98,estimated,True,2026-06-07T06:02:00,False,none
152,1,1,2026-06-07T07:00:00,14557.422,39.883,429.485,11016.184,22.8,98,estimated,True,2026-06-07T07:02:00,False,none
153,1,1,2026-06-07T08:00:00,14590.329,32.907,429.485,11016.184,23.93,98,estimated,True,2026-06-07T08:02:00,False,none
154,1,1,2026-06-07T09:00:00,14616.556,26.227,429.485,11016.184,26.09,98,estimated,True,2026-06-07T09:02:00,False,none
155,1,1,2026-06-07T10:00:00,14634.098,17.542,429.485,11016.184,27.17,98,estimated,True,2026-06-07T10:02:00,False,none
156,1,1,2026-06-07T11:00:00,14651.395,17.297,429.485,11016.184,28.12,98,estimated,True,2026-06-07T11:02:00,False,none
157,1,1,2026-06-07T12:00:00,14672.166,20.771,429.485,11016.184,29.19,98,estimated,True,2026-06-07T12:02:00,False,none
158,1,1,2026-06-07T13:00:00,14690.605,18.439,429.485,11016.184,30.35,98,estimated,True,2026-06-07T13:02:00,False,none
159,1,1,2026-06-07T14:00:00,14704.43,13.825,429.485,11016.184,30.13,98,estimated,True,2026-06-07T14:02:00,False,none
160,1,1,2026-06-07T15:00:00,14719.358,14.928,429.485,11016.184,30.79,98,estimated,True,2026-06-07T15:02:00,False,none
161,1,1,2026-06-07T16:00:00,14741.559,22.201,429.485,11016.184,30.13,98,estimated,True,2026-06-07T16:02:00,False,none
162,1,1,2026-06-07T17:00:00,14771.232,29.673,429.485,11016.184,30.06,98,estimated,True,2026-06-07T17:02:00,False,none
163,1,1,2026-06-07T18:00:00,14816.069,44.837,429.485,11016.184,28.97,98,estimated,True,2026-06-07T18:02:00,False,none
164,1,1,2026-06-07T19:00:00,14852.49,36.421,429.485,11016.184,27.55,98,estimated,True,2026-06-07T19:02:00,False,none
165,1,1,2026-06-07T20:00:00,14886.565,34.075,429.485,11016.184,26.63,98,estimated,True,2026-06-07T20:02:00,False,none
166,1,1,2026-06-07T21:00:00,14913.143,26.578,429.485,11016.184,25.75,98,estimated,True,2026-06-07T21:02:00,False,none
167,1,1,2026-06-07T22:00:00,14923.565,10.422,429.485,11016.184,24.68,98,estimated,True,2026-06-07T22:02:00,False,none
168,1,1,2026-06-07T23:00:00,14926.748,3.183,429.485,11016.184,23.12,98,estimated,True,2026-06-07T23:02:00,False,none
169,1,1,2026-06-08T00:00:00,14927.527,0.779,342.103,11016.184,22.33,98,estimated,True,2026-06-08T00:02:00,False,none
170,1,1,2026-06-08T01:00:00,14927.527,0.0,342.103,11016.184,21.68,98,estimated,True,2026-06-08T01:02:00,False,none
171,1,1,2026-06-08T02:00:00,14927.527,0.0,342.103,11016.184,21.25,98,estimated,True,2026-06-08T02:02:00,False,none
172,1,1,2026-06-08T03:00:00,14927.527,0.0,342.103,11016.184,21.15,98,estimated,True,2026-06-08T03:02:00,False,none
173,1,1,2026-06-08T04:00:00,14927.527,0.0,342.103,11016.184,21.08,98,estimated,True,2026-06-08T04:02:00,False,none
174,1,1,2026-06-08T05:00:00,14928.928,1.401,342.103,11016.184,21.59,98,estimated,True,2026-06-08T05:02:00,False,none
175,1,1,2026-06-08T06:00:00,14940.696,11.768,342.103,11016.184,22.35,98,estimated,True,2026-06-08T06:02:00,False,none
176,1,1,2026-06-08T07:00:00,14967.713,27.017,342.103,11016.184,23.96,98,estimated,True,2026-06-08T07:02:00,False,none
177,1,1,2026-06-08T08:00:00,14994.292,26.579,342.103,11016.184,25.45,98,estimated,True,2026-06-08T08:02:00,False,none
178,1,1,2026-06-08T09:00:00,15012.948,18.656,342.103,11016.184,26.23,98,estimated,True,2026-06-08T09:02:00,False,none
179,1,1,2026-06-08T10:00:00,15024.335,11.387,342.103,11016.184,28.05,98,estimated,True,2026-06-08T10:02:00,False,none
180,1,1,2026-06-08T11:00:00,15037.986,13.651,342.103,11016.184,28.04,98,estimated,True,2026-06-08T11:02:00,False,none
181,1,1,2026-06-08T12:00:00,15053.894,15.908,342.103,11016.184,28.56,98,estimated,True,2026-06-08T12:02:00,False,none
182,1,1,2026-06-08T13:00:00,15068.296,14.402,342.103,11016.184,29.9,98,estimated,True,2026-06-08T13:02:00,False,none
183,1,1,2026-06-08T14:00:00,15081.861,13.565,342.103,11016.184,30.84,98,estimated,True,2026-06-08T14:02:00,False,none
184,1,1,2026-06-08T15:00:00,15093.284,11.423,342.103,11016.184,31.26,98,estimated,True,2026-06-08T15:02:00,False,none
185,1,1,2026-06-08T16:00:00,15110.715,17.431,342.103,11016.184,30.35,98,estimated,True,2026-06-08T16:02:00,False,none
186,1,1,2026-06-08T17:00:00,15139.798,29.083,342.103,11016.184,29.68,98,estimated,True,2026-06-08T17:02:00,False,none
187,1,1,2026-06-08T18:00:00,15171.628,31.83,342.103,11016.184,29.89,98,estimated,True,2026-06-08T18:02:00,False,none
188,1,1,2026-06-08T19:00:00,15210.449,38.821,342.103,11016.184,27.69,98,estimated,True,2026-06-08T19:02:00,False,none
189,1,1,2026-06-08T20:00:00,15241.276,30.827,342.103,11016.184,27.13,98,estimated,True,2026-06-08T20:02:00,False,none
190,1,1,2026-06-08T21:00:00,15257.203,15.927,342.103,11016.184,25.24,98,estimated,True,2026-06-08T21:02:00,False,none
191,1,1,2026-06-08T22:00:00,15265.324,8.121,342.103,11016.184,24.59,98,estimated,True,2026-06-08T22:02:00,False,none
192,1,1,2026-06-08T23:00:00,15268.851,3.527,342.103,11016.184,23.2,98,estimated,True,2026-06-08T23:02:00,False,none
193,1,1,2026-06-09T00:00:00,15269.747,0.896,328.706,11016.184,22.16,98,estimated,True,2026-06-09T00:02:00,False,none
194,1,1,2026-06-09T01:00:00,15269.747,0.0,328.706,11016.184,21.84,98,estimated,True,2026-06-09T01:02:00,False,none
195,1,1,2026-06-09T02:00:00,15269.747,0.0,328.706,11016.184,21.71,98,estimated,True,2026-06-09T02:02:00,False,none
196,1,1,2026-06-09T03:00:00,15269.747,0.0,328.706,11016.184,21.25,98,estimated,True,2026-06-09T03:02:00,False,none
197,1,1,2026-06-09T04:00:00,15269.747,0.0,328.706,11016.184,21.34,98,estimated,True,2026-06-09T04:02:00,False,none
198,1,1,2026-06-09T05:00:00,15273.17,3.423,328.706,11016.184,22.61,98,estimated,True,2026-06-09T05:02:00,False,none
199,1,1,2026-06-09T06:00:00,15285.569,12.399,328.706,11016.184,22.48,98,estimated,True,2026-06-09T06:02:00,False,none
200,1,1,2026-06-09T07:00:00,15313.776,28.207,328.706,11016.184,23.88,98,estimated,True,2026-06-09T07:02:00,False,none
201,1,1,2026-06-09T08:00:00,15345.461,31.685,328.706,11016.184,24.44,98,estimated,True,2026-06-09T08:02:00,False,none
202,1,1,2026-06-09T09:00:00,15359.952,14.491,328.706,11016.184,26.54,98,estimated,True,2026-06-09T09:02:00,False,none
203,1,1,2026-06-09T10:00:00,15369.274,9.322,328.706,11016.184,26.94,98,estimated,True,2026-06-09T10:02:00,False,none
204,1,1,2026-06-09T11:00:00,15385.394,16.12,328.706,11016.184,28.51,98,estimated,True,2026-06-09T11:02:00,False,none
205,1,1,2026-06-09T12:00:00,15403.078,17.684,328.706,11016.184,30.26,98,estimated,True,2026-06-09T12:02:00,False,none
206,1,1,2026-06-09T13:00:00,15415.145,12.067,328.706,11016.184,31.1,98,estimated,True,2026-06-09T13:02:00,False,none
207,1,1,2026-06-09T14:00:00,15426.029,10.884,328.706,11016.184,30.27,98,estimated,True,2026-06-09T14:02:00,False,none
208,1,1,2026-06-09T15:00:00,15438.256,12.227,328.706,11016.184,31.27,98,estimated,True,2026-06-09T15:02:00,False,none
209,1,1,2026-06-09T16:00:00,15454.471,16.215,328.706,11016.184,30.12,98,estimated,True,2026-06-09T16:02:00,False,none
